,Class i,Class j,Statistic,P-value(rounded),P-value(exp)
53,0.0,54.0,-40.69868773510418,0.0,7.442544903452643e-258
54,0.0,55.0,-43.441131872007894,0.0,1.1861578062753804e-270
55,0.0,56.0,-44.03371601601349,0.0,5.354388439523569e-284
56,0.0,57.0,-46.09893282541332,0.0,3.03570649565348e-307
57,0.0,58.0,-46.36966655117714,0.0,1.8795505295762626e-243
58,0.0,59.0,-39.5134245888592,0.0,9.162258763143812e-230
59,0.0,60.0,-39.45366281374513,0.0,1.4147213258374947e-245
60,0.0,61.0,-34.90883040566729,0.0,6.62686522003871e-204
61,0.0,62.0,-42.98921671670394,0.0,5.91362110964884e-278
62,0.0,63.0,-41.78101825257046,0.0,5.363509015565784e-268
63,0.0,64.0,-39.05413896352656,0.0,1.1493075544822899e-238
64,0.0,65.0,-33.378293248976334,0.0,5.738214175915175e-188
65,0.0,66.0,-37.504236430401036,0.0,5.09319415468601e-228
66,0.0,67.0,-39.0836069639989,0.0,7.438730095584914e-240
67,0.0,68.0,-38.60172938759059,0.0,5.927709215579396e-235
68,0.0,69.0,-29.41722761175198,0.0,1.0280775630458287e-149
69,0.0,70.0,-34.68273411630729,0.0,8.013731527114159e-191
70,0.0,71.0,-38.39781025698897,0.0,2.1089720292071523e-224
71,0.0,72.0,-15.957513840972368,0.0,4.012346321665029e-51
72,0.0,73.0,-29.990445262538415,0.0,2.4899507952054846e-146
73,0.0,74.0,-37.39268041505909,0.0,4.841637710084115e-227
74,0.0,75.0,-19.3876160595751,0.0,5.863931334951425e-71
75,0.0,76.0,-31.996669746391145,0.0,4.915022971211363e-161
76,0.0,77.0,-27.7700525056169,0.0,1.8311368590837475e-129
77,0.0,78.0,-40.003306943092674,0.0,1.1886670789581973e-250
78,0.0,79.0,-38.74610520125197,0.0,5.449487173182531e-239
79,0.0,80.0,-36.4400442349879,0.0,4.555062980787335e-217
80,0.0,81.0,-40.09652841363775,0.0,1.12279011684543e-251
81,0.0,82.0,-36.530911411373076,0.0,6.4085398779756904e-220
82,0.0,83.0,-38.313657760429145,0.0,6.794338839789188e-236
83,0.0,84.0,-40.57552067615091,0.0,1.1219616574133676e-256
84,0.0,85.0,-35.27995030971434,0.0,5.015130633678936e-205
85,0.0,86.0,-37.68324502084927,0.0,1.7960532252695062e-227
86,0.0,87.0,-35.591341361177655,0.0,5.157191117206042e-210
87,0.0,88.0,-38.513004405690246,0.0,2.821288022117953e-237
88,0.0,89.0,-35.89871945901309,0.0,3.4239996409624105e-211
89,0.0,90.0,-33.98138937926527,0.0,2.3338955308596345e-191
90,0.0,91.0,-38.1558196851861,0.0,6.725742747737419e-234
91,0.0,92.0,-37.79104583696116,0.0,2.1951829039214933e-231
92,0.0,93.0,-19.9652515326825,0.0,3.59321494611818e-75
93,0.0,94.0,-32.48834775078754,0.0,1.5784685919857646e-181
94,0.0,95.0,-32.81236879210842,0.0,7.089017867800922e-181
95,0.0,96.0,-17.027863597896452,0.0,3.404447518006889e-57
96,0.0,97.0,-38.11797036975513,0.0,5.510506903957634e-233
97,0.0,98.0,-36.643275953045205,0.0,9.167527236607827e-219
98,0.0,99.0,-35.53321630157113,0.0,7.344808687661777e-210
99,1.0,2.0,-4.146308670055423,3.5e-05,3.527676477870956e-05
100,1.0,3.0,2.955681492348705,0.003159,0.003159061471828597
101,1.0,4.0,-0.3910703921021663,0.69579,0.6957900457680358
102,1.0,5.0,5.596195298675151,0.0,2.598353938156104e-08
103,1.0,6.0,-8.142910559818075,0.0,7.082909548491372e-16
104,1.0,7.0,7.196886885691174,0.0,9.350827105568435e-13
105,1.0,8.0,-9.200654585707726,0.0,1.3546489719713455e-19
106,1.0,9.0,13.006714048403511,0.0,6.059953094226038e-36
107,1.0,10.0,14.07082755401286,0.0,3.1578447915433556e-41
108,1.0,11.0,9.522440375892824,0.0,8.168801320898448e-21
109,1.0,12.0,0.11269177692702904,0.910288,0.9102884843763877
110,1.0,13.0,15.069925620917367,0.0,1.7074349265600406e-46
111,1.0,14.0,14.251908489700838,0.0,3.405743522730808e-42
112,1.0,15.0,11.992318106513718,0.0,2.9041308697173848e-31
113,1.0,16.0,13.667948569292964,0.0,2.786415898584152e-39
114,1.0,17.0,12.992258990697954,0.0,5.530918608077362e-36
115,1.0,18.0,14.225583047819942,0.0,4.918029962554178e-42
116,1.0,19.0,14.880485619731187,0.0,1.7563196534070002e-45
117,1.0,20.0,13.469177778764513,0.0,2.419442486900286e-38
118,1.0,21.0,14.077607506532638,0.0,2.7492111431302317e-41
119,1.0,22.0,14.348185002798104,0.0,1.1592877016989327e-42
120,1.0,23.0,14.27213062877337,0.0,2.8003930195028228e-42
121,1.0,24.0,-1.9147849355899893,0.05569,0.05569003547317712
122,1.0,25.0,12.747945717253007,0.0,1.0390227333995483e-34
123,1.0,26.0,4.15087005176204,3.5e-05,3.4756630336663776e-05
124,1.0,27.0,0.7241363855711489,0.4691,0.46910036757965234
125,1.0,28.0,9.745593082187115,0.0,1.3670784549415196e-21
126,1.0,29.0,4.601199139922394,5e-06,4.61674888851714e-06
127,1.0,30.0,8.638472895324359,0.0,1.972317379582893e-17
128,1.0,31.0,3.1276154561656027,0.001805,0.0018046015712311946
129,1.0,32.0,5.269312283584286,0.0,1.591271244976567e-07
130,1.0,33.0,-8.782596225628092,0.0,3.670462041156584e-18
131,1.0,34.0,1.6140088379262396,0.106742,0.10674164032699082
132,1.0,35.0,6.601024182937015,0.0,5.959065461078916e-11
133,1.0,36.0,3.748731712645606,0.000186,0.00018561924881909723
134,1.0,37.0,6.116544797816902,0.0,1.2692161178348175e-09
135,1.0,38.0,10.759793351218525,0.0,9.455149272478924e-26
136,1.0,39.0,12.387091776111593,0.0,5.43441510733693e-33
137,1.0,40.0,6.69338105994737,0.0,3.263567805496491e-11
138,1.0,41.0,8.643481387609725,0.0,1.6842888926759114e-17
139,1.0,42.0,11.384823920640404,0.0,1.891557369372901e-28
140,1.0,43.0,11.293514378385009,0.0,5.3435743721993785e-28
141,1.0,44.0,6.4745288678167,0.0,1.356668068007969e-10
142,1.0,45.0,3.0348196987673166,0.00246,0.002460185548807717
143,1.0,46.0,11.254542962472806,0.0,7.476092124036029e-28
144,1.0,47.0,8.684219946134116,0.0,1.3114557036340806e-17
145,1.0,48.0,5.494384562404244,0.0,4.771850222168784e-08
146,1.0,49.0,-0.05516415733260326,0.956013,0.9560133218212441
147,1.0,50.0,9.480280966496885,0.0,1.460568980720615e-20
148,1.0,51.0,10.025153011691126,0.0,1.0863329085209986e-22
149,1.0,52.0,7.9351505308805725,0.0,5.223513556211588e-15
150,1.0,53.0,9.796997316015588,0.0,8.475667335056851e-22
151,1.0,54.0,13.69529272724528,0.0,2.5337038955486725e-39
152,1.0,55.0,10.931723860513111,0.0,1.9202051872697383e-26
153,1.0,56.0,11.587559640007601,0.0,2.6445531484433604e-29
154,1.0,57.0,11.524545617500456,0.0,5.248533293283365e-29
155,1.0,58.0,6.752202704802924,0.0,2.3061072925880996e-11
156,1.0,59.0,11.654875510807514,0.0,1.1926417568039787e-29
157,1.0,60.0,12.999839168697125,0.0,6.33207285875747e-36
158,1.0,61.0,13.00877255659272,0.0,4.811615283124454e-36
159,1.0,62.0,12.202486889648892,0.0,4.145166348017862e-32
160,1.0,63.0,13.321485430559122,0.0,1.8540695440491057e-37
161,1.0,64.0,14.772898141340175,0.0,7.497569475977801e-45
162,1.0,65.0,12.411027222024286,0.0,3.21758270612424e-33
163,1.0,66.0,14.528275169717675,0.0,1.3082680614030749e-43
164,1.0,67.0,14.64186086639378,0.0,3.6088041585647933e-44
165,1.0,68.0,14.814408284266916,0.0,4.467047519809912e-45
166,1.0,69.0,11.537516974425886,0.0,2.8046582735307165e-29
167,1.0,70.0,10.916030169303037,0.0,1.8286281280675958e-26
168,1.0,71.0,9.42257782425064,0.0,2.3062314518996455e-20
169,1.0,72.0,-5.9650088889813055,0.0,3.1617398472590244e-09
170,1.0,73.0,5.297090396082279,0.0,1.3492781016342535e-07
171,1.0,74.0,12.591902634288685,0.0,5.27633896396188e-34
172,1.0,75.0,-3.648836547286611,0.000272,0.00027182071983848833
173,1.0,76.0,6.817012222568824,0.0,1.3870009485340442e-11
174,1.0,77.0,5.446417169924599,0.0,5.951087583048396e-08
175,1.0,78.0,14.03638258752475,0.0,4.766452533605532e-41
176,1.0,79.0,14.340661115094182,0.0,1.2761781472562397e-42
177,1.0,80.0,12.448032829624905,0.0,2.4356712311382394e-33
178,1.0,81.0,14.021418141929203,0.0,5.694144060374821e-41
179,1.0,82.0,13.216958017037129,0.0,4.998893177201479e-37
180,1.0,83.0,14.133714051406836,0.0,1.431192722196646e-41
181,1.0,84.0,13.736248785215416,0.0,1.5753387568876695e-39
182,1.0,85.0,12.198242350246375,0.0,3.431397163722632e-32
183,1.0,86.0,14.932101787892906,0.0,1.0380006493598154e-45
184,1.0,87.0,15.120494483277964,0.0,9.543996858723185e-47
185,1.0,88.0,14.237330370292762,0.0,4.27453571945632e-42
186,1.0,89.0,12.21504212041729,0.0,2.932884625994757e-32
187,1.0,90.0,11.419302995658361,0.0,1.1307954891556077e-28
188,1.0,91.0,14.395960231390074,0.0,6.475199639112768e-43
189,1.0,92.0,14.139834606660393,0.0,1.303518304475953e-41
190,1.0,93.0,0.9010746896654659,0.367661,0.3676609740606325
191,1.0,94.0,13.361568297347535,0.0,8.058333367377074e-38
192,1.0,95.0,12.195754873382935,0.0,3.193598345057772e-32
193,1.0,96.0,-3.5299856550480677,0.000428,0.00042804084687428617
194,1.0,97.0,14.46049309958894,0.0,3.0080675841913355e-43
195,1.0,98.0,15.03439585213526,0.0,2.8649258887517034e-46
196,1.0,99.0,12.973042480698403,0.0,7.359589042705564e-36
197,2.0,3.0,7.625578250555039,0.0,3.888927536362764e-14
198,2.0,4.0,3.2654356453394575,0.001113,0.001113464599377756
199,2.0,5.0,10.963232366827334,0.0,6.122196328120695e-27
200,2.0,6.0,-4.704190555685981,3e-06,2.7470782356571843e-06
201,2.0,7.0,12.39645688477153,0.0,9.20962510863497e-34
202,2.0,8.0,-6.9892558668984615,0.0,4.4206345434755924e-12
203,2.0,9.0,19.38936915360314,0.0,2.9580741905507277e-71
204,2.0,10.0,20.5321382295349,0.0,4.375706299814627e-78
205,2.0,11.0,15.376000462238137,0.0,6.099705543922346e-49
206,2.0,12.0,3.24594387787382,0.001195,0.0011945485476657451
207,2.0,13.0,21.56545518447168,0.0,1.2634450894532452e-84
208,2.0,14.0,20.702434542495006,0.0,2.838934250387497e-79
209,2.0,15.0,18.189665720489746,0.0,1.1389307113258107e-64
210,2.0,16.0,20.043837665344878,0.0,1.7145956562330385e-75
211,2.0,17.0,19.286285516783334,0.0,4.186584806926204e-71
212,2.0,18.0,20.68802791972031,0.0,4.2999272968827985e-79
213,2.0,19.0,21.367344134233598,0.0,2.229769457767444e-83
214,2.0,20.0,19.791807580169262,0.0,3.4372473622231527e-74
215,2.0,21.0,20.524379993597737,0.0,3.880291761954318e-78
216,2.0,22.0,20.820639143260834,0.0,6.919164880341475e-80
217,2.0,23.0,20.7346339547375,0.0,2.1366733690076002e-79
218,2.0,24.0,1.2414431280020064,0.214621,0.21462120097119375
219,2.0,25.0,19.10269151421578,0.0,1.330281111729271e-69
220,2.0,26.0,9.135453840723041,0.0,1.8334183291736858e-19
221,2.0,27.0,6.049074418669422,0.0,1.868628693986598e-09
222,2.0,28.0,15.874421875872422,0.0,4.211084013297636e-51
223,2.0,29.0,10.274134974589929,0.0,8.031537419609013e-24
224,2.0,30.0,14.741412340723334,0.0,7.313680481596342e-45
225,2.0,31.0,8.852122677813476,0.0,3.151277493213627e-18
226,2.0,32.0,10.856106903696062,0.0,2.3468612916053636e-26
227,2.0,33.0,-4.587735966284351,5e-06,4.802274961638355e-06
228,2.0,34.0,6.929133388814317,0.0,6.397575382882627e-12
229,2.0,35.0,12.340886166949948,0.0,4.329735398968742e-33
230,2.0,36.0,9.381953118332376,0.0,2.9626772509169655e-20
231,2.0,37.0,11.850138524560725,0.0,9.282595763258382e-31
232,2.0,38.0,16.928855470360176,0.0,4.230311346820642e-57
233,2.0,39.0,18.72401779217275,0.0,2.5318446387802908e-67
234,2.0,40.0,12.453925438032131,0.0,1.2960684745799853e-33
235,2.0,41.0,14.553426580996517,0.0,3.00851293851941e-44
236,2.0,42.0,17.618804712705593,0.0,5.287102054441644e-61
237,2.0,43.0,17.584534425540834,0.0,1.4809786692329977e-60
238,2.0,44.0,12.23466674420567,0.0,1.4742709610555863e-32
239,2.0,45.0,8.815745327776337,0.0,4.4623105041398234e-18
240,2.0,46.0,17.510036770036393,0.0,2.9467290915846933e-60
241,2.0,47.0,14.74062140839269,0.0,5.742921391642235e-45
242,2.0,48.0,11.30029537817878,0.0,3.5264776946479723e-28
243,2.0,49.0,3.9732731059517765,7.4e-05,7.353630907656702e-05
244,2.0,50.0,15.583422021243205,0.0,1.6302804445443523e-49
245,2.0,51.0,16.19316984206166,0.0,8.325015113006263e-53
246,2.0,52.0,14.044953957926639,0.0,3.829676431888951e-41
247,2.0,53.0,15.916498497923534,0.0,2.283306635785668e-51
248,2.0,54.0,20.13572208052872,0.0,1.154576557672917e-75
249,2.0,55.0,17.179331662676415,0.0,2.634694468996375e-58
250,2.0,56.0,17.89432767017203,0.0,2.3248080975835434e-62
251,2.0,57.0,17.847088114109066,0.0,5.290558895233007e-62
252,2.0,58.0,12.696775136399518,0.0,1.4137736346232795e-34
253,2.0,59.0,17.912710404124844,0.0,1.1026079185828326e-62
254,2.0,60.0,19.370775496108795,0.0,3.3194671261137783e-71
255,2.0,61.0,19.32023322034004,0.0,3.1751369626213566e-71
256,2.0,62.0,18.547039383492574,0.0,3.4867929008248816e-66
257,2.0,63.0,19.742562557954173,0.0,2.869933888421395e-73
258,2.0,64.0,21.28388169494565,0.0,1.2369630010073252e-82
259,2.0,65.0,18.640048754849122,0.0,2.4236292269817912e-67
260,2.0,66.0,21.004922270281963,0.0,4.597220876476117e-81
261,2.0,67.0,21.14270230526545,0.0,8.756659863337925e-82
262,2.0,68.0,21.324703894646117,0.0,6.56967207745218e-83
263,2.0,69.0,17.58585707196212,0.0,1.5697640295429386e-61
264,2.0,70.0,17.02467335849377,0.0,6.827982785735734e-58
265,2.0,71.0,15.462633688095535,0.0,5.268248680150294e-49
266,2.0,72.0,-3.8225456375261313,0.000139,0.00013855834760732454
267,2.0,73.0,10.63757659339342,0.0,1.6108236542466348e-25
268,2.0,74.0,18.90205325440929,0.0,1.398741566879005e-68
269,2.0,75.0,-0.5403526589351118,0.589031,0.5890308082988536
270,2.0,76.0,12.418196976500303,0.0,1.3703101617607575e-33
271,2.0,77.0,10.6953359270119,0.0,8.346262050868123e-26
272,2.0,78.0,20.49741361875836,0.0,7.321423571936335e-78
273,2.0,79.0,20.81421137880912,0.0,7.765428840079355e-80
274,2.0,80.0,18.73165332729139,0.0,1.2020962168571456e-67
275,2.0,81.0,20.48212688908093,0.0,9.151735043990787e-78
276,2.0,82.0,19.570392847271542,0.0,1.3956771611826732e-72
277,2.0,83.0,20.586090265747448,0.0,1.6840534330851728e-78
278,2.0,84.0,20.17876798037337,0.0,6.294842091939481e-76
279,2.0,85.0,18.44053580414498,0.0,5.012912802739872e-66
280,2.0,86.0,21.44351335648083,0.0,1.0985355769065952e-83
281,2.0,87.0,21.626998758148037,0.0,6.052984678102878e-85
282,2.0,88.0,20.700205531356072,0.0,3.607887105900907e-79
283,2.0,89.0,18.46904431363772,0.0,3.783125616492504e-66
284,2.0,90.0,17.563015898116234,0.0,4.960676573672859e-61
285,2.0,91.0,20.86825087211306,0.0,3.3648692136501874e-80
286,2.0,92.0,20.58727136846736,0.0,1.5258714955267933e-78
287,2.0,93.0,4.856948266708163,1e-06,1.2909329998843466e-06
288,2.0,94.0,19.666894404161468,0.0,1.7403219555683162e-73
289,2.0,95.0,18.392756203789645,0.0,6.150334431337547e-66
290,2.0,96.0,-0.7457826708173614,0.455918,0.45591785808995566
291,2.0,97.0,20.937684121018115,0.0,1.283591113829346e-80
292,2.0,98.0,21.54428131898747,0.0,2.291087307965771e-84
293,2.0,99.0,19.29064981323101,0.0,5.307259862100277e-71
294,3.0,4.0,-2.984551894868681,0.002881,0.002881488654838452
295,3.0,5.0,2.678585002497569,0.007464,0.007463909217737252
296,3.0,6.0,-11.227950504287165,0.0,3.217382781131827e-28
297,3.0,7.0,4.639778671339867,4e-06,3.7362714276503124e-06
298,3.0,8.0,-10.990599169539827,0.0,7.747515827560121e-27
299,3.0,9.0,11.501401537840502,0.0,5.888861758085441e-29
300,3.0,10.0,12.830994488818561,0.0,4.1835537260919204e-35
301,3.0,11.0,7.23525832169531,0.0,7.561173080857011e-13
302,3.0,12.0,-2.034822392445353,0.042049,0.042048875851961584
303,3.0,13.0,14.070079752269805,0.0,2.5449134296098804e-41
304,3.0,14.0,13.050189118194346,0.0,3.3019996236568996e-36
305,3.0,15.0,10.2292182330639,0.0,1.3125672725743209e-23
306,3.0,16.0,12.312094150783212,0.0,9.806070183535057e-33
307,3.0,17.0,11.466060699325293,0.0,6.741816163006084e-29
308,3.0,18.0,13.021646097590256,0.0,4.8261639920541005e-36
309,3.0,19.0,13.834381865480474,0.0,4.108412090511264e-40
310,3.0,20.0,12.05562528242084,0.0,1.3644693669629963e-31
311,3.0,21.0,12.834884760274383,0.0,3.7649741884983274e-35
312,3.0,22.0,13.175602785628204,0.0,8.649139373907026e-37
313,3.0,23.0,13.078874723380395,0.0,2.509505744703073e-36
314,3.0,24.0,-4.215565267055239,2.6e-05,2.6436446775053645e-05
315,3.0,25.0,11.17755132054943,0.0,1.5365649984434065e-27
316,3.0,26.0,1.1832014717423998,0.23688,0.2368801679020631
317,3.0,27.0,-3.1485419234415306,0.001671,0.0016706709825325045
318,3.0,28.0,7.473265166332163,0.0,1.5110954067649617e-13
319,3.0,29.0,1.3144218961008258,0.188914,0.1889137493506537
320,3.0,30.0,6.111348460787333,0.0,1.3428098759604243e-09
321,3.0,31.0,-0.5332836251024694,0.593928,0.593927555823833
322,3.0,32.0,2.1752216372717186,0.029765,0.02976533245269262
323,3.0,33.0,-12.983124445916856,0.0,7.802147421978671e-37
324,3.0,34.0,-2.0622771023676187,0.039336,0.03933637256446886
325,3.0,35.0,3.721832864945817,0.000205,0.0002053911315315474
326,3.0,36.0,0.2954404718784316,0.7677,0.767700051254088
327,3.0,37.0,3.1342508548748356,0.001758,0.0017579593453265687
328,3.0,38.0,8.717984873177638,0.0,9.426419074861474e-18
329,3.0,39.0,10.730499893418441,0.0,1.303604248175036e-25
330,3.0,40.0,3.8260984545598546,0.000136,0.00013584651660414983
331,3.0,41.0,6.157667265987814,0.0,9.716860122883193e-10
332,3.0,42.0,9.487200362157735,0.0,1.3134773620248112e-20
333,3.0,43.0,9.377639586050497,0.0,3.7312908830869276e-20
334,3.0,44.0,3.5594829689608956,0.000384,0.00038385309813378346
335,3.0,45.0,-0.6902369591266366,0.490173,0.4901725622284895
336,3.0,46.0,9.327892989381569,0.0,5.532737078540926e-20
337,3.0,47.0,6.177140573587284,0.0,8.87917671637994e-10
338,3.0,48.0,2.3380676777402885,0.01953,0.019529811220797073
339,3.0,49.0,-2.9192144220246714,0.003552,0.00355199549826301
340,3.0,50.0,7.149625093504206,0.0,1.5090889088312003e-12
341,3.0,51.0,7.814243740255377,0.0,1.2316012099006638e-14
342,3.0,52.0,5.238306775704463,0.0,1.9285362388605903e-07
343,3.0,53.0,7.537444632644195,0.0,9.416438075987692e-14
344,3.0,54.0,12.362834951589505,0.0,7.067740702456538e-33
345,3.0,55.0,8.92975101193311,0.0,1.7077512949159288e-18
346,3.0,56.0,9.741598351619123,0.0,1.4616244297035367e-21
347,3.0,57.0,9.66500782416508,0.0,2.9945306263554007e-21
348,3.0,58.0,3.8269848205287795,0.000136,0.00013620129654137646
349,3.0,59.0,9.820709459460957,0.0,6.626999279145458e-22
350,3.0,60.0,11.490527304170014,0.0,6.388286000494133e-29
351,3.0,61.0,11.489628983279777,0.0,5.505799943248905e-29
352,3.0,62.0,10.504142085062064,0.0,1.2082391093775289e-24
353,3.0,63.0,11.897577609676862,0.0,1.0166099800781425e-30
354,3.0,64.0,13.711252421898152,0.0,2.0275347487046313e-39
355,3.0,65.0,10.744651643359743,0.0,9.13634180310245e-26
356,3.0,66.0,13.398313053700454,0.0,6.685053079295347e-38
357,3.0,67.0,13.546435587023868,0.0,1.3379023545613394e-38
358,3.0,68.0,13.762022711485397,0.0,1.1070325348365166e-39
359,3.0,69.0,9.665648916781244,0.0,2.1135333299063304e-21
360,3.0,70.0,8.909825916306028,0.0,1.776353033019176e-18
361,3.0,71.0,7.087096362182256,0.0,2.2751409705783166e-12
362,3.0,72.0,-7.58417954750131,0.0,6.795172938806134e-14
363,3.0,73.0,2.3358173284344326,0.019614,0.019614446984156274
364,3.0,74.0,10.978139010996165,0.0,1.043029120192132e-26
365,3.0,75.0,-6.025546626897118,0.0,2.1482665391465493e-09
366,3.0,76.0,4.0377519138789015,5.7e-05,5.65882420305104e-05
367,3.0,77.0,2.559412234563915,0.010567,0.010566572102280724
368,3.0,78.0,12.788534465352821,0.0,6.743376038682973e-35
369,3.0,79.0,13.166716513561397,0.0,9.629302585475339e-37
370,3.0,80.0,10.797539275129688,0.0,6.007800171034575e-26
371,3.0,81.0,12.77002513706107,0.0,8.293021151092666e-35
372,3.0,82.0,11.753558149611596,0.0,3.827827920916628e-30
373,3.0,83.0,12.905560446845532,0.0,1.7313686550982706e-35
374,3.0,84.0,12.41382103368058,0.0,4.0659256188387884e-33
375,3.0,85.0,10.485958007111966,0.0,1.190597185027733e-24
376,3.0,86.0,13.907066316413367,0.0,1.980095060586994e-40
377,3.0,87.0,14.136434262449061,0.0,1.2172544412068622e-41
378,3.0,88.0,13.036223359186721,0.0,4.094539102803995e-36
379,3.0,89.0,10.507941741880945,0.0,9.813348726427232e-25
380,3.0,90.0,9.525344360880787,0.0,8.370271274916231e-21
381,3.0,91.0,13.234265916611127,0.0,4.393330875849015e-37
382,3.0,92.0,12.911551521139314,0.0,1.5835178336674633e-35
383,3.0,93.0,-1.8002270044173772,0.071994,0.07199399365515274
384,3.0,94.0,11.920120069141776,0.0,5.615261178781428e-31
385,3.0,95.0,10.477745578822692,0.0,1.1950501025525347e-24
386,3.0,96.0,-5.60978672261632,0.0,2.4599493681429065e-08
387,3.0,97.0,13.31522206117591,0.0,1.7621335732128582e-37
388,3.0,98.0,14.03209903383799,0.0,4.3785957017097467e-41
389,3.0,99.0,11.44703009522075,0.0,8.722347277390193e-29
390,4.0,5.0,5.161209068555324,0.0,2.825161237003001e-07
391,4.0,6.0,-7.082586547780244,0.0,1.9726346762706493e-12
392,4.0,7.0,6.5586234433481065,0.0,7.55401657977113e-11
393,4.0,8.0,-8.60604131815299,0.0,1.9017685065544807e-17
394,4.0,9.0,11.03163054130834,0.0,8.431377310352184e-27
395,4.0,10.0,11.875666925350115,0.0,1.603230085534665e-30
396,4.0,11.0,8.338775246160365,0.0,2.091655016236088e-16
397,4.0,12.0,0.41690039891779024,0.676799,0.6767993407343773
398,4.0,13.0,12.68607744477971,0.0,2.6383215700414914e-34
399,4.0,14.0,12.030752285837236,0.0,3.0482781223847736e-31
400,4.0,15.0,10.27018426557923,0.0,1.1658524568879987e-23
401,4.0,16.0,11.582353200854286,0.0,3.0762613223058836e-29
402,4.0,17.0,11.059126160639199,0.0,5.8203243903556856e-27
403,4.0,18.0,12.003188478081174,0.0,4.159972191035245e-31
404,4.0,19.0,12.53349061216727,0.0,1.3994307361066223e-33
405,4.0,20.0,11.442135185860632,0.0,1.2265795788839179e-28
406,4.0,21.0,11.888236156319573,0.0,1.3755957980623493e-30
407,4.0,22.0,12.099810703548007,0.0,1.5063840405596152e-31
408,4.0,23.0,12.041691251493138,0.0,2.7611021860278585e-31
409,4.0,24.0,-1.4604678129322712,0.14433,0.14432997234383185
410,4.0,25.0,10.82983047968272,0.0,6.050122790540204e-26
411,4.0,26.0,3.987395654902519,7e-05,7.001096479588236e-05
412,4.0,27.0,1.0704272237304564,0.284629,0.28462923817245434
413,4.0,28.0,8.43282963692602,0.0,1.0919787792722332e-16
414,4.0,29.0,4.277881651855095,2e-05,2.0403639615550812e-05
415,4.0,30.0,7.526005873186506,0.0,1.12014987228492e-13
416,4.0,31.0,3.0524651021578677,0.002323,0.002323089424655277
417,4.0,32.0,4.84806638119908,1e-06,1.40685198389336e-06
418,4.0,33.0,-7.2892627112156205,0.0,4.764265029343042e-13
419,4.0,34.0,1.8144286783020738,0.069843,0.06984257883984053
420,4.0,35.0,5.93004193136319,0.0,3.978586324549759e-09
421,4.0,36.0,3.574888579425053,0.000365,0.00036458141410191253
422,4.0,37.0,5.527757043646699,0.0,3.997503106528059e-08
423,4.0,38.0,9.258484336504187,0.0,1.119919886225456e-19
424,4.0,39.0,10.538951999569804,0.0,1.0100800813413406e-24
425,4.0,40.0,6.002405094814075,0.0,2.5930139469567735e-09
426,4.0,41.0,7.587411108884462,0.0,6.7934003019232e-14
427,4.0,42.0,9.7514924283735,0.0,1.4652478883923605e-21
428,4.0,43.0,9.653723352013355,0.0,3.677161333016714e-21
429,4.0,44.0,5.8202422775024285,0.0,7.592377674462778e-09
430,4.0,45.0,2.971584191196159,0.003027,0.003027294128034418
431,4.0,46.0,9.635291084611545,0.0,4.236679812766035e-21
432,4.0,47.0,7.577626448476907,0.0,7.586525769973242e-14
433,4.0,48.0,4.997471271985899,1e-06,6.728722347536891e-07
434,4.0,49.0,0.33342859231413147,0.738848,0.7388475619765278
435,4.0,50.0,8.221762744345098,0.0,5.787346347303641e-16
436,4.0,51.0,8.650727095975224,0.0,1.8953245273362284e-17
437,4.0,52.0,6.944287501077294,0.0,6.690000904697922e-12
438,4.0,53.0,8.478519118581277,0.0,7.532239652294746e-17
439,4.0,54.0,11.574877196782333,0.0,3.6105421896077725e-29
440,4.0,55.0,9.371415477680651,0.0,4.372165419766399e-20
441,4.0,56.0,9.890418223651023,0.0,4.354299040086097e-22
442,4.0,57.0,9.832122131406908,0.0,7.496767781910925e-22
443,4.0,58.0,6.00975837919713,0.0,2.5332371778109526e-09
444,4.0,59.0,9.965646654791158,0.0,2.1061569733581697e-22
445,4.0,60.0,11.031154651308993,0.0,8.365578434719652e-27
446,4.0,61.0,11.06505390569803,0.0,5.5880904852277695e-27
447,4.0,62.0,10.383101002907454,0.0,4.5206930530808505e-24
448,4.0,63.0,11.274673356260594,0.0,7.635299794726119e-28
449,4.0,64.0,12.432292760308925,0.0,4.410865995669078e-33
450,4.0,65.0,10.604778072626965,0.0,4.839090350472793e-25
451,4.0,66.0,12.246846009718784,0.0,3.122223416316343e-32
452,4.0,67.0,12.328906742073688,0.0,1.335259613343281e-32
453,4.0,68.0,12.466990480824053,0.0,3.0165573976015686e-33
454,4.0,69.0,9.9519861956486,0.0,2.0510781420297123e-22
455,4.0,70.0,9.410780143531522,0.0,2.8490261385535815e-20
456,4.0,71.0,8.194487137955251,0.0,7.004403588395183e-16
457,4.0,72.0,-5.522756209471312,0.0,3.9586342224484825e-08
458,4.0,73.0,4.9128293270864125,1e-06,1.0080898130541264e-06
459,4.0,74.0,10.719990016310426,0.0,1.6999853393168006e-25
460,4.0,75.0,-3.0757950712019646,0.002131,0.0021308668493114974
461,4.0,76.0,6.14190410219129,0.0,1.0966979037968739e-09
462,4.0,77.0,5.055098025009192,0.0,4.874291478780852e-07
463,4.0,78.0,11.847303263699272,0.0,2.1609029094368168e-30
464,4.0,79.0,12.093049560458937,0.0,1.6220010275325054e-31
465,4.0,80.0,10.612146458880034,0.0,4.738313998846808e-25
466,4.0,81.0,11.835077277293301,0.0,2.4565073328733604e-30
